word,boundaries,gloss,lemma,POS,,,
qaltaqunduqən anŋə aniddən.,,,,,,,
Из всех щелей валит дым по-чёрному.,,,,,,,
,,,,,,,
qaltaqunduqən,qaltaqunduqən,,,,,,
anŋə,anŋə,,,,,,
aniddən,aniddən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1605,,,,,,,
"ďula entekeje noŋerid-də, išnə aši iniməŋən.",,,,,,,
"Из жилища звонкий гомон раздаётся, отрывисто заливается женский голос.",,,,,,,
,,,,,,,
ďula,ďu-la,дом-loc,d'u,NOUN,,,
entekeje,ente-keje,очень-aug,entekeje,ADV,,,
noŋerid-də,,,,,,,
noŋerid,noŋerid,,,,,,
də,də,,,,,,
",",,,,PUNCT,,,
išnə,i-š-nə,звучать-nfut-3sg,,VERB,,,
aši,aši,женщина,asi,NOUN,,,
iniməŋən,iniməŋən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1606,,,,,,,
unurin eməčče:,,,,,,,
Поняла только тогда пришедшая:,,,,,,,
,,,,,,,
unurin,unu-ri-n,понимать-pst-3sg,unudaj,VERB,,,
eməčče,eməčče,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1607,,,,,,,
"- eweee, ele emnən min g'awu, ɲabəratki Kongaɲ-təki.",,,,,,,
"— Вот куда попал мой мужик, к сварливой болтушке Конгань.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
eweee,eweee,,,,,,
",",,,,PUNCT,,,
ele,e-le,dem.prox-loc,erek,ADV,,,
emnən,em-nə-n,приходить-pst-3sg,emdej,VERB,,,
min,min,я.obl,bi,PRON,,,
g'awu,g'awu,,,,,,
",",,,,PUNCT,,,
ɲabəratki,ɲabəratki,,,,,,
Kongaɲ-təki,,,,,,,
Kongaɲ,Kongaɲ,Конгань,Kongaɲ,PROPN,,,
təki,təki,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1608,,,,,,,
jač noŋən taŋčirin noŋman?..,,,,,,,
И чем она приворожила...,,,,,,,
,,,,,,,
jač,ja-č,что-ins,,NOUN,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
taŋčirin,taŋčirin,,,,,,
noŋman,noŋ-ma-n,он-acc-poss.3sg,noŋan,PRON,,,
?,,,,PUNCT,,,
..,..,,,,,,
,,,,,,,
,,,,,,,
1609,,,,,,,
"dolčiddən, guďejleďin, noŋeriďilbə, ɲan ďutkii mučuďannən ilqən nabutnəqan.",,,,,,,
"Послушала бедная незатихающий галдёж и домой возвратилась, ещё пуще расстроенная.",,,,,,,
,,,,,,,
dolčiddən,dolčiddən,,,,,,
",",,,,PUNCT,,,
guďejleďin,guďejleďin,жалкий,,ADJ,,,
",",,,,PUNCT,,,
noŋeriďilbə,noŋeriďilbə,,,,,,
",",,,,PUNCT,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
ďutkii,ďu-tki-i,дом-dir-poss.refl.sg,ďu,NOUN,,,
mučuďannən,mučuďannən,,,,,,
ilqən,ilqən,вот.как,ilken,PART,,,
nabutnəqan,nabutnəqan,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1610,,,,,,,
"təminaq, noŋən doldərin ŋiwuč irqəddən.",,,,,,,
Назавтра услышала чьи-то выкрики.,,,,,,,
,,,,,,,
təminaq,təminaq,,,,,,
",",,,,PUNCT,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
doldərin,doldə-ri-n,слышать-pst-3sg,doldadaj,VERB,,,
ŋiwuč,ŋi=wuč,кто=indef,ŋi,NOUN,,,
irqəddən,irqə-d-də-n,кричать-prog-pst-3sg,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1611,,,,,,,
"ɲuriďi ittən, ŋiwučiši nulgəddən.",,,,,,,
Вышла и видит — кто-то кочует.,,,,,,,
,,,,,,,
ɲuriďi,ɲuriď-i,волосы-poss.refl.sg,,NOUN,,,
ittən,it-tə-n,видеть-pst-3sg,ittej,VERB,,,
",",,,,PUNCT,,,
ŋiwučiši,ŋi=wuči=ši,кто=indef=emph,ŋi,NOUN,,,
nulgəddən,nulgə-d-də-n,кочевать-prog-pst-3sg,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1612,,,,,,,
"jami ilən orəl onučiši girqəddə, etukəltənda tačinnun oɲəttə, turle iqutəč irruddə.",,,,,,,
"И только три оленя еле плетутся, кое-как увязанные вьюки по земле, скособочившись, волочатся.",,,,,,,
,,,,,,,
jami,jami,почему,jami,ADV,,,
ilən,ilən,три,,NUM,,,
orəl,orə-l,олень-pl,oran,NOUN,,,
onučiši,onuči=ši,еле=emph,,ADV,,,
girqəddə,girqəddə,,,,,,
",",,,,PUNCT,,,
etukəltənda,etukəltənda,,,,,,
tačinnun,tačin=nun,так=ptcl.cond,tačin,ADV,,,
oɲəttə,oɲəttə,,,,,,
",",,,,PUNCT,,,
turle,tur-le,земля-loc,tɵr,NOUN,,,
iqutəč,iqutə-č,тихий-ins,ikutič,ADV,,,
irruddə,irruddə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1613,,,,,,,
согнуться-,,,,,,,
"Конгапь, а это была она самая, нахально покрикивает на уныло бредущего её мужа.",,,,,,,
,,,,,,,
taraq,taraq,dem.dist,tarak,ADV,,,
Kongaɲ,Kongaɲ,Конгань,Kongaɲ,PROPN,,,
bišin,bi-ši-n,быть-pst-3sg,bidej,VERB,,,
",",,,,PUNCT,,,
ɲumərdə,ɲumərdə,,,,,,
binəken,bi-nəken,быть-sim.sg,bidej,VERB,,,
",",,,,PUNCT,,,
irqəddən,irqə-d-də-n,кричать-prog-pst-3sg,,VERB,,,
etəkentəkin,etəkentəkin,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1614,,,,,,,
"irin aši ďutkii, edei ittə tarročim keɲələw.",,,,,,,
"Зашла аси в юрту, чтобы не видеть такой позор.",,,,,,,
,,,,,,,
irin,i-ri-n,входить-pst-3sg,idej,VERB,,,
aši,aši,женщина,asi,NOUN,,,
ďutkii,ďu-tki-i,дом-dir-poss.refl.sg,ďu,NOUN,,,
",",,,,PUNCT,,,
edei,e-de-i,neg.aux-purp-poss.refl.sg,edej,VERB,,,
ittə,it-tə-⊘,видеть-nfut-3pl,ittej,VERB,,,
tarročim,tarroči-m,такой-acc,tarročin,ADJ,,,
keɲələw,keɲələ-w,плохой-acc,,ADJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1615,,,,,,,
teγeduqdoldən:,,,,,,,
А издалека разносится:,,,,,,,
,,,,,,,
teγeduqdoldən,teγeduqdoldən,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1616,,,,,,,
"- kow, alačišənďinnə?!",,,,,,,
"— Кот, подождать можешь?!",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
kow,kow,дружище,kow,NOUN,,,
",",,,,PUNCT,,,
alačišənďinnə,alačišənďinnə,,,,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1617,,,,,,,
awəški moetnenə?!,,,,,,,
Куда так торопишься!,,,,,,,
,,,,,,,
awəški,awəški,куда,awaski,ADV,,,
moetnenə,moetnenə,,,,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1618,,,,,,,
ajlə min etuku!,,,,,,,
Поправь мои сумы!,,,,,,,
,,,,,,,
ajlə,ajlə,,,,,,
min,min,я.obl,bi,PRON,,,
etuku,etuku,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1619,,,,,,,
ešinnə ittə?,,,,,,,
"Не видишь, что ли!",,,,,,,
,,,,,,,
ešinnə,ešinnə,,,,,,
ittə,it-tə-⊘,видеть-nfut-3pl,ittej,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1620,,,,,,,
ešelə!..,,,,,,,
Оглядываться надо!,,,,,,,
,,,,,,,
ešelə,ešelə,,,,,,
!,,,,PUNCT,,,
..,..,,,,,,
,,,,,,,
,,,,,,,
1621,,,,,,,
ďu ančindulan čuqəldəďillən:,,,,,,,
"Вот уже у юрты затараторила, загугнила:",,,,,,,
,,,,,,,
ďu,ďu,дом,d'u,NOUN,,,
ančindulan,ančin-dula-n,около-loc-poss.3sg,ančin,ADP,,,
čuqəldəďillən,čuqəldəďillən,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1622,,,,,,,
- tarjaqanan jami əšnə arčan?!,,,,,,,
— А эта что не встречает?,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tarjaqanan,tarjaqanan,,,,,,
jami,jami,почему,jami,ADV,,,
əšnə,ə-š-nə,neg.aux-nfut-3sg,edej,VERB,,,
arčan,arčan-∅-∅,выходить.на.встречу-nfut-3pl,arčandaj,VERB,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1623,,,,,,,
jaq bidei?!,,,,,,,
Ишь какая!,,,,,,,
,,,,,,,
jaq,jaq,что,jak,NOUN,,,
bidei,bi-de-i,быть-purp-poss.refl.sg,bidej,VERB,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1624,,,,,,,
jaq ašal erročir biwettə?!,,,,,,,
Разве такие жёны бывают?,,,,,,,
,,,,,,,
jaq,jaq,что,jak,NOUN,,,
ašal,aša-l,женщина-pl,asa,NOUN,,,
erročir,erroči-r,такой-pl,,ADJ,1187,,
biwettə,bi-wet-tə-∅,быть-freq-pst-3pl,bidej,VERB,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1625,,,,,,,
təkət upkulə!..,,,,,,,
Проучи её сейчас же!,,,,,,,
,,,,,,,
təkət,təkət,незамедлительно,,ADV,1188,,
upkulə,upku-lə,учить-imp,,VERB,1189,,
!,,,,PUNCT,,,
..,..,,,,,,
,,,,,,,
,,,,,,,
1626,,,,,,,
"ɲan doldərin noŋman, abla, tail-gu odən, dolčidnəqan Kongaɲjaqam.",,,,,,,
"Так ведь послушался дуралей, совсем рехнулся от трескотни Конгань.",,,,,,,
,,,,,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
doldərin,doldə-ri-n,слышать-pst-3sg,doldadaj,VERB,,,
noŋman,noŋ-ma-n,он-acc-poss.3sg,noŋan,PRON,,,
",",,,,PUNCT,,,
abla,abla,глупый,abla,ADJ,,,
",",,,,PUNCT,,,
tail-gu,,,,,,,
tail,tail,дурак,tail,NOUN,,,
gu,gu,q,,PART,1190,,
odən,o-də-n,стать-pst-3sg,odaj,VERB,,,
",",,,,PUNCT,,,
dolčidnəqan,dolči-d-n-əqan,слушать-prog-nmz.abst-idk,,NOUN,1191,,
Kongaɲjaqam,Kongaɲ-jaqam,Когань-dim.pej,,NOUN,1192,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1627,,,,,,,
"kuširin atəqami, tarəptu noŋən dəščiďillən ač iraŋa.",,,,,,,
"Побил свою жену так, что та осталась лежать без чувств.",,,,,,,
,,,,,,,
kuširin,kuši-ri-n,драться-pst-3sg,,VERB,1193,,
atəqami,atəqam-i,жена-poss.refl.sg,,NOUN,1194,,
",",,,,PUNCT,,,
tarəptu,tarəptu,conseq2,,SCONJ,1195,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
dəščiďillən,dəšči-ďi-l-lə-n,лежать-prog-inch-pst-3sg,,VERB,1196,,
ač,ač,neg,eč,PART,,,
iraŋa,ira-ŋa,дышать-cvb.neg.mod,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1628,,,,,,,
"Kongaɲ nawaləďillən ďula, irqənəqan bejtəki, jami noŋən ešnə kojettə noŋəntəkin.",,,,,,,
"Конгань стала хозяйничать в юрте, иногда вздорно заводясь на мужика за то, что он на неё не смотрит.",,,,,,,
,,,,,,,
Kongaɲ,Kongaɲ,Конгань,Kongaɲ,PROPN,,,
nawaləďillən,nawaləďillən,,,,,,
ďula,ďu-la,дом-loc,d'u,NOUN,,,
",",,,,PUNCT,,,
irqənəqan,irqənəqan,,,,,,
bejtəki,bejtəki,человек-dir,,NOUN,1197,,
",",,,,PUNCT,,,
jami,jami,почему,jami,ADV,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
ešnə,ešnə,,,,,,
kojettə,koje-t-tə-⊘,смотреть-prog-nfut-3pl,kojedej,VERB,,,
noŋəntəkin,noŋən-təki-n,он-dir-poss.3sg,noŋan,PRON,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1629,,,,,,,
"ɲan guďemečiďir aši ančindulan, eštən-da ɲuməriwattə.",,,,,,,
"Милуются тут же рядом с хозяйкой юрты, как будто её вовсе нет.",,,,,,,
,,,,,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
guďemečiďir,guďemeči-ďi-r,целоваться-fut-3pl,,VERB,1198,,
aši,aši,женщина,asi,NOUN,,,
ančindulan,ančin-dula-n,около-loc-poss.3sg,ančin,ADP,,,
",",,,,PUNCT,,,
eštən-da,,,,,,,
eštən,e-š-tən,neg.aux-nfut-3pl,,VERB,1199,,
da,da,add,,PART,1200,,
ɲuməriwattə,ɲuməriwattə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1630,,,,,,,
goru butenəddən kušiwča.,,,,,,,
Долго проболела побитая.,,,,,,,
,,,,,,,
goru,gor-u,долгий-acc,gor,ADV,,,
butenəddən,buten-əd-də-n,болеть-prog-pst-3sg,,VERB,1201,,
kušiwča,kuši-w-ča,драться-ad-ptc.pst,,VERB,1202,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1631,,,,,,,
"dəščidə-ďi, m'allən baďiraldu, awšičami čaqrin.",,,,,,,
"Отлежавшись, проснулась раненько. ~~~ Леса-сумку свою собрала.",,,,,,,
,,,,,,,
dəščidə-ďi,,,,,,,
dəščidə,dəščidə,,,,,,
ďi,ďi,,,,,,
",",,,,PUNCT,,,
m'allən,m'allən,,,,,,
baďiraldu,baďira-l-du,ранний-pl-dat,badir,ADJ,,,
",",,,,PUNCT,,,
awšičami,awši-ča-mi,женская.сумка-dim2-poss.refl.sg,авса,NOUN,,,
čaqrin,čaq-ri-n,собрать-pst-3sg,чактай,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1632,,,,,,,
"ɲuriďi ďuduki, urkəle ulerin čelewen.",,,,,,,
Вышла из юрты и у дверей высыпала содержимое.,,,,,,,
,,,,,,,
ɲuriďi,ɲuriď-i,волосы-poss.refl.sg,,NOUN,,,
ďuduki,ďu-duk-i,дом-abl-poss.refl.sg,d'u,NOUN,,,
",",,,,PUNCT,,,
urkəle,urkəle,,,,,,
ulerin,ule-ri-n,бросить-pst-3sg,,VERB,,,
čelewen,čele-we-n,все-acc-poss.3sg,čeled'ur,ADJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1633,,,,,,,
"ďuldelen učuqəl illətən, čeleďur gilberuttə.",,,,,,,
"И возникли тут перед ней олени, друг за дружку привязанные гуськом.",,,,,,,
,,,,,,,
ďuldelen,ďulde-le-n,перед-loc-poss.3sg,d'ulde,ADP,,,
učuqəl,učuqəl,,,,,,
illətən,illətən,,,,,,
",",,,,PUNCT,,,
čeleďur,čele-ďur,все-ins.poss.refl.pl,čeled'ur,ADJ,,,
gilberuttə,gilberuttə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1634,,,,,,,
"təγrin učiqla - taŋɲamqərla, učišnən buďšəč qoratlan, taraq-ɲan dəələn uγəški.",,,,,,,
"Села на рогача-верхового, тронула ногой под ухо и тот взмыл вверх.",,,,,,,
,,,,,,,
təγrin,təγ-ri-n,сидеть-pst-3sg,,VERB,,,
učiqla,učiq-la,верховой.олень-loc,,NOUN,,,
-,,,,PUNCT,,,
taŋɲamqərla,taŋɲamqərla,,,,,,
",",,,,PUNCT,,,
učišnən,učišnən,,,,,,
buďšəč,buďšəč,,,,,,
qoratlan,qoratlan,,,,,,
",",,,,PUNCT,,,
taraq-ɲan,,dem.dist и,tarak,ADV,,,
taraq,taraq,dem.dist,tarak,ADV,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
dəələn,dəələn,,,,,,
uγəški,uγəški,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1635,,,,,,,
čeleďur-de učəqəl bodəšnətən.,,,,,,,
И все ездовые длинной цепочкой следом.,,,,,,,
,,,,,,,
čeleďur-de,,,,,,,
čeleďur,čele-ďur,все-ins.poss.refl.pl,čeled'ur,ADJ,,,
de,de,,,,,,
učəqəl,učəqəl,,,,,,
bodəšnətən,bodəšnətən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1636,,,,,,,
ašiγəl elgunnə dəγələn erbeč urečin.,,,,,,,
На земле поднялся шум-тарарам. Только и слышно одно карканье.,,,,,,,
,,,,,,,
ašiγəl,ašiγəl,,,,,,
elgunnə,elgunnə,,,,,,
dəγələn,dəγələn,,,,,,
erbeč,erbeč,,,,,,
urečin,urečin,похожий,,ADJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1637,,,,,,,
"ɲan ilqən noŋeri odən, turakil-da irqəďillətən.",,,,,,,
"И с тех пор вороны живут здесь, никуда не улетая.",,,,,,,
,,,,,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
ilqən,ilqən,вот.как,ilken,PART,,,
noŋeri,noŋeri,,,,,,
odən,o-də-n,стать-pst-3sg,odaj,VERB,,,
",",,,,PUNCT,,,
turakil-da,,,,,,,
turakil,turakil,,,,,,
da,da,,,,,,
irqəďillətən,irqəďillətən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1638,,,,,,,
"tək terenu ele turaki biw'ettə, awəški-da əštən orrottə.",,,,,,,
А караван обиженной женщины так и скрылся в поднебесье вереницей гусиной стаи.,,,,,,,
,,,,,,,
tək,tək,сейчас,t'ek,ADV,,,
terenu,terenu,всё.ещё,terenu,ADV,,,
ele,e-le,dem.prox-loc,erek,ADV,,,
turaki,turaki,,,,,,
biw'ettə,biw'ettə,,,,,,
",",,,,PUNCT,,,
awəški-da,,куда=add,awaski,ADV,,,
awəški,awəški,куда,awaski,ADV,,,
da,da,,,,,,
əštən,əštən,,,,,,
orrottə,orrottə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1639,,,,,,,
*****,глоссированная форма,,,,,,
*****,глоссированная форма,,,,,,
,,,,,,,
*****,глоссированная форма,,,,,,
,,,,,,,
,,,,,,,
1640,,,,,,,
16.. tuγenə ejelen,,,,,,,
16.. Макушка зимы,,,,,,,
,,,,,,,
16..,16..,,,,,,
tuγenə,tuγenə,зима,,NOUN,,,
ejelen,eje-le-n,вершина-loc-poss.3sg,eje,ADP,,,
,,,,,,,
,,,,,,,
1641,,,,,,,
tuγenə ejelen erek bišin.,,,,,,,
"В самый разгар зимы, что на её макушке, это случилось.",,,,,,,
,,,,,,,
tuγenə,tuγenə,зима,,NOUN,,,
ejelen,eje-le-n,вершина-loc-poss.3sg,eje,ADP,,,
erek,erek,dem.prox,erek,ADV,,,
bišin,bi-ši-n,быть-pst-3sg,bidej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1642,,,,,,,
"ilqən unŋellən, ɲanin turnun amučiwrin.",,,,,,,
"Запуржило, закружило, небо смешало с землёй.",,,,,,,
,,,,,,,
ilqən,ilqən,вот.как,ilken,PART,,,
unŋellən,unŋel-lə-n,завьюжить-pst-3sg,unŋeldej,VERB,,,
",",,,,PUNCT,,,
ɲanin,ɲanin,небо,ɲanin,NOUN,,,
turnun,tur-nun,земля-com,tɵr,NOUN,,,
amučiwrin,amu-čiw-ri-n,смешиваться-res-ad-pst-3sg,amudaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1643,,,,,,,
čeleďir ač iran odətən.,,,,,,,
Всё замерло в кромешной круговерти.,,,,,,,
,,,,,,,
čeleďir,čele-ďir,весь-ins.poss.refl.pl,,DET,1203,,
ač,ač,neg,eč,PART,,,
iran,iran,дыхание,iran,NOUN,,,
odətən,o-də-tən,стать-pst-poss.3pl,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1644,,,,,,,
urker-de čeleďur irqunəďiďur ɲonətən.,,,,,,,
"Даже самых непоседливых пацанов, всегда резвившихся на воле, не стало видно.",,,,,,,
,,,,,,,
urker,urke-r,парень-pl,,NOUN,1204,,
de,de,add,,PART,1205,,
čeleďur,čele-ďur,все-ins.poss.refl.pl,čeled'ur,ADJ,,,
irqunəďiďur,irqunə-ďiďu-r,все-ins.poss.refl.pl,irqundaj,VERB,,,
ɲonətən,ɲo-nə-tən,убежать-pst-3pl,ɲondaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1645,,,,,,,
"taraqət unŋetken girqəwačiddən turli, unət edenďiddən.",,,,,,,
Только вьюга хозяйничала над миром да непрестанно дули лихие вихри.,,,,,,,
,,,,,,,
taraqət,taraqə=t,dem.dist=foc,tarak,ADV,,,
unŋetken,unŋe-tken,вьюга-restr,unŋe,NOUN,,,
girqəwačiddən,girqə-wači-d-də-n,ходить-freq-prog-pst-3sg,,VERB,,,
turli,tur-li,земля-prol,tɵr,NOUN,,,
",",,,,PUNCT,,,
unət,unət,ещё,unet,ADV,,,
edenďiddən,eden-ďid-də-n,ветер-prog-nfut-3sg,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1646,,,,,,,
tarəqəm etəken gunən atəqantəki:,,,,,,,
В ту пору старик и говорит старухе:,,,,,,,
,,,,,,,
tarəqəm,tarəqə-m,dem.dist-acc,tarak,ADV,,,
etəken,etəken,старик,etiken,NOUN,,,
gunən,gu-nə-n,сказать-pst-3sg,gɵndej,VERB,,,
atəqantəki,atəqan-təki,старуха-dir,atiqan,NOUN,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1647,,,,,,,
"- eroj, tuγenə-mude!",,,,,,,
— Ну и зима нынче!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
eroj,eroj,вот,ero,PART,,,
",",,,,PUNCT,,,
tuγenə,tuγenə,зима,,NOUN,,,
mude,mude,idk,,X,1206,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1648,,,,,,,
unŋe-nan eten oddə.,,,,,,,
И пурга не утихает.,,,,,,,
,,,,,,,
unŋe,unŋe,вьюга,unŋe,NOUN,,,
nan,nan,и,,CCONJ,,,
eten,e-t-te-n,neg.aux-prog-nfut-3sg,edej,VERB,,,
oddə,o-d-də,стать-prog-cvb.neg,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1649,,,,,,,
"tedemči, awgič taraq emmottən?",,,,,,,
"Узнать бы, откуда всё это берётся?",,,,,,,
,,,,,,,
tedemči,te-de-mči,узнавать-prog-subj,,VERB,1207,,
",",,,,PUNCT,,,
awgič,awgič,откуда,awgič,ADV,,,
taraq,taraq,dem.dist,tarak,ADV,,,
emmottən,em-mot-tə-n,приходить-freq-pst-3sg,emmottej,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1650,,,,,,,
atəqan barəγrən:,,,,,,,
"А бабка, как всегда, заворчала сразу:",,,,,,,
,,,,,,,
atəqan,atəqan,старуха,atikan,NOUN,,,
barəγrən,barəγ-rə-n,отвечать-pst-3sg,барагдай,VERB,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1651,,,,,,,
- jadu-nan minu ulgiminnə?,,,,,,,
— А что ты у меня-то спрашиваешь!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
jadu,ja-du,что-dat,,NOUN,,,
nan,nan,и,,CCONJ,,,
minu,min-u,я.obl-acc,bi,PRON,,,
ulgiminnə,ulgimi-nnə,спрашивать-nfut-2sg,ulgimidej,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1652,,,,,,,
"urlə, tedenelə - ile tuγenə eďengələ biwettən.",,,,,,,
"Иди да узнай, где эта самая зима с ветрами водится.",,,,,,,
,,,,,,,
urlə,ur-lə,уходить-imp,ɵrdej,VERB,,,
",",,,,PUNCT,,,
tedenelə,te-de-ne-lə,узнавать-prog-mcp-imp,,VERB,,,
-,,,,PUNCT,,,
ile,i-le,dem.q-loc,irek,PRON,,,
tuγenə,tuγenə,зима,,NOUN,,,
eďengələ,eďen-gələ,ветер-com.vit,,NOUN,,,
biwettən,bi-wet-tə-n,быть-freq-pst-3sg,bidej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1653,,,,,,,
"awgičuč emmottən, jadu iŋəniw, unŋew emuwettən?",,,,,,,
"Ведь и прибывает откуда-то, и холод с метелями тащит.",,,,,,,
,,,,,,,
awgičuč,awgič=uč,откуда=indef,,ADV,1208,,
emmottən,em-mot-tə-n,приходить-freq-pst-3sg,emmottej,VERB,,,
",",,,,PUNCT,,,
jadu,ja-du,что-dat,,NOUN,,,
iŋəniw,iŋəniw,холод-acc,,NOUN,,,
",",,,,PUNCT,,,
unŋew,unŋe-w,вихрь-acc,unŋe,NOUN,,,
emuwettən,em-u-wet-tə-n,приходить-ad-freq-pst-3sg,emuwettej,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1654,,,,,,,
- ajďite!,,,,,,,
— А верно ведь!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ajďite,ajďit=e,правда=emph,ajďit,NOUN,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1655,,,,,,,
"biwettən-təte tarročin tur, idduk erek emmotən.",,,,,,,
"Должно же быть такое место, откуда всё это начинается.",,,,,,,
,,,,,,,
biwettən,bi-wet-tə-n,быть-freq-pst-3sg,bidej,VERB,,,
təte,təte,ptcl.cond,,PART,1209,,
tarročin,tarročin,такой,tarročin,ADJ,,,
tur,tur,земля,tɵr,NOUN,,,
",",,,,PUNCT,,,
idduk,id-duk,dem.q-abl,,PRON,1210,,
erek,erek,dem.prox,erek,ADV,,,
emmotən,em-mo-tə-n,приходить-freq-pst-3sg,emmottej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1656,,,,,,,
aj bimči baqəwmi ejen unŋiwan.,,,,,,,
Найти бы темечко буранное!,,,,,,,
,,,,,,,
aj,aj,хороший,aj,ADJ,,,
bimči,bi-mči,быть-subj,bidej,VERB,,,
baqəwmi,baqə-w-mi,найти-ad-cond.ss,,VERB,,,
